ID,Name,Region Name,Year,Cons. A*-C %,Cons. KS4 Avg Att. 8,Cons. % Outstanding (Secondary),Cons. % Good (Secondary),Cons. % In need of Improvement (Secondary),Cons. % Inadequate (Secondary),Cons. % Outstanding (Primary),Cons. % Good (Primary),Cons. % In need of Improvement (Primary),Cons. % Inadequate (Primary),Cons. Average Progress 8,
E14000739,Hemel Hempstead,East of England,2018,0.642,45.5,0.00,0.87,0.00,0.13,0.11,0.70,0.18,0.00,-0.10,
E14000740,Hemsworth,Yorkshire and The Humber,2018,0.558,41.0,0.00,0.85,0.15,0.00,0.05,0.70,0.23,0.02,-0.35,
E14000741,Hendon,London,2018,0.710,51.8,0.16,0.84,0.00,0.00,0.29,0.61,0.09,0.00,0.48,
E14000742,Henley,South East,2018,0.665,45.0,0.35,0.65,0.00,0.00,0.18,0.75,0.03,0.04,0.01,
E14000743,Hereford and South Herefordshire,West Midlands,2018,0.625,44.8,0.09,0.54,0.25,0.12,0.16,0.73,0.11,0.00,-0.06,
E14000744,Hertford and Stortford,East of England,2018,0.791,53.7,0.76,0.13,0.11,0.00,0.26,0.65,0.04,0.04,0.30,
E14000745,Hertsmere,East of England,2018,0.750,53.5,0.28,0.33,0.04,0.35,0.19,0.69,0.13,0.00,0.25,
E14000746,Hexham,North East,2018,0.738,52.6,0.10,0.82,0.02,0.06,0.35,0.60,0.01,0.03,0.32,
E14000747,Heywood and Middleton,North West,2018,0.578,44.2,0.23,0.47,0.30,0.00,0.23,0.70,0.07,0.00,-0.17,
E14000748,High Peak,East Midlands,2018,0.638,46.4,0.20,0.40,0.09,0.32,0.03,0.73,0.22,0.02,-0.10,
E14000749,Hitchin and Harpenden,East of England,2018,0.814,56.7,0.84,0.16,0.00,0.00,0.41,0.49,0.10,0.00,0.42,
E14000750,Holborn and St Pancras,London,2018,0.693,49.6,0.13,0.73,0.14,0.00,0.42,0.54,0.04,0.00,0.13,
E14000751,Hornchurch and Upminster,London,2018,0.725,49.2,0.23,0.65,0.13,0.00,0.18,0.74,0.08,0.00,-0.04,
E14000752,Hornsey and Wood Green,London,2018,0.641,47.6,0.55,0.45,0.00,0.00,0.37,0.63,0.00,0.00,0.18,
E14000753,Horsham,South East,2018,0.762,51.8,0.81,0.19,0.00,0.00,0.12,0.81,0.07,0.00,0.26,
E14000754,Houghton and Sunderland South,North East,2018,0.500,38.6,0.00,0.32,0.68,0.00,0.11,0.70,0.09,0.10,-0.61,
E14000755,Hove,South East,2018,0.706,48.7,0.00,1.00,0.00,0.00,0.08,0.83,0.09,0.00,0.04,
E14000756,Huddersfield,Yorkshire and The Humber,2018,0.541,39.6,0.00,0.70,0.17,0.13,0.10,0.83,0.07,0.00,-0.31,
E14000757,Huntingdon,East of England,2018,0.613,44.1,0.00,1.00,0.00,0.00,0.16,0.66,0.17,0.01,-0.10,
E14000758,Hyndburn,North West,2018,0.617,43.7,0.00,0.74,0.20,0.07,0.21,0.74,0.05,0.00,-0.14,
E14000759,Ilford North,London,2018,0.698,50.8,0.53,0.36,0.11,0.00,0.31,0.60,0.04,0.06,0.29,
E14000760,Ilford South,London,2018,0.746,52.8,0.70,0.30,0.00,0.00,0.18,0.67,0.15,0.00,0.63,
E14000761,Ipswich,East of England,2018,0.598,44.8,0.00,0.64,0.36,0.00,0.12,0.55,0.24,0.08,0.16,
E14000762,Isle of Wight,South East,2018,0.545,40.8,0.00,0.45,0.30,0.25,0.02,0.79,0.17,0.03,-0.38,
E14000763,Islington North,London,2018,0.584,43.7,0.16,0.20,0.39,0.24,0.30,0.70,0.00,0.00,-0.01,
E14000764,Islington South and Finsbury,London,2018,0.717,49.9,0.48,0.52,0.00,0.00,0.13,0.84,0.00,0.02,0.36,
E14000765,Jarrow,North East,2018,0.588,41.7,0.00,0.81,0.19,0.00,0.28,0.62,0.10,0.00,-0.45,
E14000766,Keighley,Yorkshire and The Humber,2018,0.583,44.7,0.35,0.00,0.65,0.00,0.22,0.60,0.15,0.04,0.01,
E14000767,Kenilworth and Southam,West Midlands,2018,0.807,53.3,0.61,0.39,0.00,0.00,0.11,0.87,0.03,0.00,0.42,
E14000768,Kensington,London,2018,0.776,55.1,0.89,0.11,0.00,0.00,0.51,0.49,0.00,0.00,0.16,
E14000769,Kettering,East Midlands,2018,0.662,47.1,0.20,0.28,0.38,0.14,0.11,0.60,0.25,0.04,0.17,
E14000770,Kingston and Surbiton,London,2018,0.760,54.6,0.60,0.40,0.00,0.00,0.15,0.78,0.07,0.00,0.41,
E14000771,Kingston upon Hull East,Yorkshire and The Humber,2018,0.573,42.3,0.00,0.29,0.71,0.00,0.13,0.61,0.26,0.00,-0.23,
E14000772,Kingston upon Hull North,Yorkshire and The Humber,2018,0.605,46.2,0.58,0.32,0.10,0.00,0.25,0.70,0.05,0.00,0.25,
E14000773,Kingston upon Hull West and Hessle,Yorkshire and The Humber,2018,0.557,42.5,0.00,0.23,0.77,0.00,0.22,0.64,0.15,0.00,-0.21,
E14000774,Kingswood,South West,2018,0.594,42.3,0.00,0.38,0.46,0.16,0.19,0.72,0.07,0.02,-0.36,
E14000775,Knowsley,North West,2018,0.384,34.0,0.00,0.00,1.00,0.00,0.06,0.74,0.18,0.02,-0.82,
E14000776,Lancaster and Fleetwood,North West,2018,0.743,52.9,0.55,0.33,0.12,0.00,0.17,0.73,0.10,0.00,0.02,
E14000777,Leeds Central,Yorkshire and The Humber,2018,0.396,34.1,0.18,0.28,0.54,0.00,0.13,0.62,0.20,0.05,-0.58,
E14000778,Leeds East,Yorkshire and The Humber,2018,0.518,39.7,0.00,0.50,0.35,0.15,0.12,0.76,0.12,0.00,-0.26,
E14000779,Leeds North East,Yorkshire and The Humber,2018,0.645,46.7,0.50,0.30,0.20,0.00,0.30,0.52,0.18,0.00,0.20,
E14000780,Leeds North West,Yorkshire and The Humber,2018,0.631,47.1,0.00,1.00,0.00,0.00,0.05,0.91,0.04,0.00,0.01,
E14000781,Leeds West,Yorkshire and The Humber,2018,0.614,45.5,0.30,0.37,0.33,0.00,0.13,0.66,0.19,0.02,0.04,
E14000782,Leicester East,East Midlands,2018,0.595,44.3,0.45,0.16,0.24,0.16,0.17,0.69,0.15,0.00,0.07,
E14000783,Leicester South,East Midlands,2018,0.562,43.8,0.21,0.51,0.00,0.28,0.25,0.64,0.06,0.04,0.00,
E14000784,Leicester West,East Midlands,2018,0.508,39.5,0.22,0.78,0.00,0.00,0.09,0.71,0.21,0.00,-0.28,
E14000785,Leigh,North West,2018,0.591,45.7,0.00,0.55,0.45,0.00,0.27,0.73,0.00,0.00,-0.22,
E14000786,Lewes,London,2018,0.667,49.2,0.30,0.57,0.00,0.13,0.10,0.84,0.06,0.00,0.23,
E14000787,Lewisham East,London,2018,0.590,42.8,0.16,0.46,0.38,0.00,0.42,0.53,0.05,0.00,-0.25,
E14000788,Lewisham West and Penge,London,2018,0.616,45.6,0.19,0.31,0.50,0.00,0.25,0.73,0.02,0.00,-0.16,
E14000789,"Lewisham, Deptford",London,2018,0.645,47.5,0.46,0.23,0.31,0.00,0.32,0.65,0.02,0.00,-0.10,
E14000790,Leyton and Wanstead,London,2018,0.658,47.3,0.00,1.00,0.00,0.00,0.56,0.44,0.00,0.00,0.34,
E14000791,Lichfield,West Midlands,2018,0.699,49.3,0.22,0.69,0.09,0.00,0.12,0.71,0.10,0.06,0.18,
E14000792,Lincoln,East Midlands,2018,0.541,43.4,0.28,0.69,0.03,0.00,0.19,0.69,0.06,0.06,-0.33,
E14000793,"Liverpool, Riverside",North West,2018,0.735,50.4,0.15,0.85,0.00,0.00,0.28,0.56,0.12,0.04,-0.03,
E14000794,"Liverpool, Walton",North West,2018,0.467,38.3,0.00,0.37,0.63,0.00,0.22,0.48,0.30,0.00,-0.59,
E14000795,"Liverpool, Wavertree",North West,2018,0.630,48.2,0.26,0.24,0.51,0.00,0.18,0.72,0.10,0.00,-0.16,
E14000796,"Liverpool, West Derby",North West,2018,0.569,43.0,0.16,0.31,0.48,0.05,0.07,0.76,0.12,0.05,-0.27,
E14000797,Loughborough,East Midlands,2018,0.662,45.8,0.00,0.79,0.08,0.12,0.16,0.71,0.14,0.00,-0.08,
E14000798,Louth and Horncastle,East Midlands,2018,0.619,45.8,0.44,0.49,0.00,0.08,0.16,0.71,0.11,0.01,-0.18,
E14000799,Ludlow,West Midlands,2018,0.633,47.0,0.00,1.00,0.00,0.00,0.10,0.78,0.07,0.05,-0.04,
E14000800,Luton North,East of England,2018,0.586,43.6,0.11,0.64,0.25,0.00,0.04,0.75,0.21,0.00,0.03,
E14000801,Luton South,East of England,2018,0.530,42.4,0.17,0.31,0.36,0.16,0.17,0.44,0.39,0.00,-0.18,
E14000802,Macclesfield,North West,2018,0.751,52.0,0.47,0.44,0.09,0.00,0.32,0.62,0.04,0.02,0.17,
E14000803,Maidenhead,South East,2018,0.748,51.6,0.20,0.80,0.00,0.00,0.38,0.54,0.09,0.00,0.25,
E14000804,Maidstone and The Weald,South East,2018,0.725,52.4,0.53,0.39,0.08,0.00,0.18,0.69,0.05,0.09,0.16,
E14000805,Makerfield,North West,2018,0.663,45.6,0.34,0.35,0.31,0.00,0.27,0.63,0.08,0.02,-0.34,
E14000806,Maldon,East of England,2018,0.624,45.3,0.00,1.00,0.00,0.00,0.16,0.81,0.03,0.00,-0.16,
E14000807,Manchester Central,North West,2018,0.548,43.0,0.34,0.16,0.50,0.00,0.22,0.69,0.09,0.00,-0.30,
E14000808,"Manchester, Gorton",North West,2018,0.603,46.2,0.37,0.53,0.10,0.00,0.21,0.58,0.20,0.00,0.33,
E14000809,"Manchester, Withington",North West,2018,0.613,46.1,0.15,0.58,0.27,0.00,0.49,0.48,0.03,0.00,0.03,
E14000810,Mansfield,East Midlands,2018,0.582,42.2,0.00,0.91,0.00,0.09,0.06,0.71,0.22,0.00,-0.27,
E14000811,Meon Valley,South East,2018,0.664,47.0,0.00,1.00,0.00,0.00,0.14,0.86,0.00,0.00,-0.01,
E14000812,Meriden,West Midlands,2018,0.623,45.4,0.23,0.62,0.00,0.15,0.29,0.55,0.16,0.00,-0.21,
E14000813,Mid Bedfordshire,East of England,2018,0.744,49.0,0.14,0.86,0.00,0.00,0.23,0.77,0.00,0.00,0.05,
E14000814,Mid Derbyshire,East Midlands,2018,0.748,50.4,0.28,0.47,0.25,0.00,0.20,0.67,0.13,0.00,0.19,
E14000815,Mid Dorset and North Poole,South West,2018,0.736,51.0,0.19,0.62,0.20,0.00,0.49,0.41,0.10,0.00,0.31,
E14000816,Mid Norfolk,East of England,2018,0.695,48.2,0.17,0.76,0.00,0.07,0.15,0.54,0.23,0.07,0.21,
E14000817,Mid Sussex,South East,2018,0.716,49.9,0.35,0.54,0.10,0.00,0.10,0.71,0.19,0.00,0.25,
E14000818,Mid Worcestershire,West Midlands,2018,0.626,45.0,0.42,0.35,0.24,0.00,0.15,0.73,0.11,0.00,0.20,
E14000819,Middlesbrough,North East,2018,0.579,41.9,0.00,0.70,0.30,0.00,0.21,0.69,0.10,0.00,-0.26,
E14000820,Middlesbrough South and East Cleveland,North East,2018,0.624,43.4,0.00,0.47,0.33,0.21,0.08,0.81,0.11,0.00,-0.40,
E14000821,Milton Keynes North,South East,2018,0.613,45.6,0.27,0.32,0.41,0.00,0.24,0.67,0.09,0.00,-0.20,
E14000822,Milton Keynes South,South East,2018,0.597,43.9,0.16,0.78,0.06,0.00,0.33,0.50,0.07,0.10,-0.11,
E14000823,Mitcham and Morden,London,2018,0.580,43.1,0.71,0.29,0.00,0.00,0.11,0.84,0.03,0.02,0.47,
E14000824,Mole Valley,South East,2018,0.684,48.9,0.34,0.66,0.00,0.00,0.22,0.66,0.07,0.05,-0.02,
E14000825,Morecambe and Lunesdale,North West,2018,0.519,39.6,0.00,0.50,0.00,0.50,0.15,0.79,0.06,0.00,-0.33,
E14000826,Morley and Outwood,Yorkshire and The Humber,2018,0.771,49.8,0.47,0.53,0.00,0.00,0.28,0.49,0.24,0.00,0.21,
E14000827,New Forest East,South East,2018,0.632,45.6,0.31,0.69,0.00,0.00,0.17,0.75,0.05,0.03,-0.02,
E14000828,New Forest West,South East,2018,0.748,51.2,0.00,0.80,0.20,0.00,0.36,0.55,0.09,0.00,0.14,
E14000829,Newark,East Midlands,2018,0.737,50.4,0.80,0.00,0.10,0.10,0.36,0.56,0.05,0.03,0.12,
E14000830,Newbury,South East,2018,0.711,49.5,0.42,0.53,0.05,0.00,0.04,0.83,0.13,0.00,0.19,
E14000831,Newcastle upon Tyne Central,North East,2018,0.568,43.7,0.44,0.00,0.56,0.00,0.21,0.52,0.17,0.10,-0.21,
E14000832,Newcastle upon Tyne East,North East,2018,0.615,44.8,0.27,0.36,0.00,0.37,0.33,0.67,0.00,0.00,-0.10,
E14000833,Newcastle upon Tyne North,North East,2018,0.659,47.5,0.38,0.58,0.05,0.00,0.27,0.61,0.11,0.00,-0.10,
E14000834,Newcastle-under-Lyme,West Midlands,2018,0.527,41.2,0.00,0.59,0.32,0.08,0.17,0.80,0.03,0.00,-0.47,
E14000835,Newton Abbot,South West,2018,0.599,43.8,0.00,0.83,0.17,0.00,0.11,0.69,0.14,0.06,-0.25,
E14000836,"Normanton, Pontefract and Castleford",Yorkshire and The Humber,2018,0.609,45.4,0.00,0.82,0.00,0.18,0.13,0.61,0.23,0.03,0.07,
E14000837,North Cornwall,South West,2018,0.574,43.8,0.00,0.73,0.27,0.00,0.09,0.74,0.15,0.02,-0.23,
E14000838,North Devon,South West,2018,0.610,44.4,0.00,0.53,0.47,0.00,0.22,0.55,0.20,0.03,-0.28,
E14000839,North Dorset,South West,2018,0.666,47.6,0.00,0.73,0.21,0.06,0.17,0.53,0.25,0.05,-0.01,
E14000840,North Durham,North East,2018,0.535,41.8,0.00,0.32,0.43,0.25,0.15,0.74,0.07,0.03,-0.52,
E14000841,North East Bedfordshire,East of England,2018,0.612,45.1,0.00,0.70,0.25,0.06,0.17,0.76,0.07,0.01,0.01,
E14000842,North East Cambridgeshire,East of England,2018,0.526,41.4,0.00,0.74,0.26,0.00,0.00,0.63,0.31,0.06,-0.13,
E14000843,North East Derbyshire,East Midlands,2018,0.630,44.7,0.30,0.20,0.25,0.26,0.12,0.70,0.14,0.04,-0.41,
E14000844,North East Hampshire,South East,2018,0.776,51.3,0.00,1.00,0.00,0.00,0.50,0.50,0.00,0.00,0.02,
E14000845,North East Hertfordshire,East of England,2018,0.674,47.4,0.00,1.00,0.00,0.00,0.22,0.67,0.08,0.03,0.04,
E14000846,North East Somerset,South West,2018,0.666,47.0,0.00,0.78,0.22,0.00,0.20,0.74,0.06,0.00,-0.08,
E14000847,North Herefordshire,West Midlands,2018,0.673,47.6,0.00,1.00,0.00,0.00,0.25,0.75,0.00,0.00,0.00,
E14000848,North Norfolk,East of England,2018,0.607,42.6,0.00,0.80,0.20,0.00,0.08,0.89,0.04,0.00,-0.06,
E14000849,North Shropshire,West Midlands,2018,0.617,44.5,0.00,0.76,0.24,0.00,0.10,0.80,0.05,0.05,-0.07,
E14000850,North Somerset,South West,2018,0.718,49.6,0.74,0.14,0.12,0.00,0.24,0.71,0.06,0.00,0.07,
E14000851,North Swindon,South West,2018,0.600,42.1,0.00,0.56,0.44,0.00,0.20,0.63,0.14,0.03,-0.26,
E14000852,North Thanet,South East,2018,0.434,35.4,0.00,0.81,0.19,0.00,0.17,0.70,0.14,0.00,-0.42,
E14000853,North Tyneside,North East,2018,0.557,43.0,0.19,0.00,0.69,0.11,0.40,0.56,0.04,0.00,-0.32,
E14000854,North Warwickshire,West Midlands,2018,0.589,43.2,0.26,0.62,0.12,0.00,0.17,0.81,0.00,0.02,-0.20,
E14000855,North West Cambridgeshire,East of England,2018,0.633,45.4,0.19,0.81,0.00,0.00,0.10,0.67,0.15,0.08,-0.08,
E14000856,North West Durham,North East,2018,0.643,47.8,0.54,0.46,0.00,0.00,0.12,0.83,0.03,0.03,-0.05,
E14000857,North West Hampshire,South East,2018,0.659,46.4,0.18,0.72,0.10,0.00,0.24,0.74,0.02,0.00,-0.11,
E14000858,North West Leicestershire,East Midlands,2018,0.643,45.2,0.00,0.99,0.01,0.00,0.08,0.84,0.09,0.00,-0.11,
E14000859,North West Norfolk,East of England,2018,0.540,41.0,0.00,0.61,0.39,0.00,0.05,0.88,0.07,0.00,-0.28,
E14000860,North Wiltshire,South West,2018,0.741,50.0,0.54,0.32,0.14,0.00,0.18,0.64,0.15,0.04,0.05,
E14000861,Northampton North,East Midlands,2018,0.527,40.2,0.22,0.52,0.26,0.00,0.11,0.71,0.19,0.00,-0.11,
E14000862,Northampton South,East Midlands,2018,0.802,52.9,0.56,0.44,0.00,0.00,0.00,0.85,0.15,0.00,0.45,
E14000863,Norwich North,East of England,2018,0.649,46.5,0.42,0.33,0.25,0.00,0.27,0.68,0.05,0.00,-0.04,
E14000864,Norwich South,East of England,2018,0.621,45.2,0.29,0.54,0.17,0.00,0.17,0.78,0.04,0.00,0.00,
E14000865,Nottingham East,East Midlands,2018,0.486,39.0,0.00,1.00,0.00,0.00,0.15,0.71,0.14,0.00,-0.14,
E14000866,Nottingham North,East Midlands,2018,0.425,34.9,0.00,0.66,0.00,0.34,0.08,0.76,0.13,0.04,-0.73,
E14000867,Nottingham South,East Midlands,2018,0.658,47.0,0.53,0.47,0.00,0.00,0.21,0.44,0.31,0.05,0.03,
E14000868,Nuneaton,West Midlands,2018,0.573,42.9,0.00,0.57,0.43,0.00,0.14,0.55,0.23,0.08,-0.22,
E14000869,Old Bexley and Sidcup,London,2018,0.753,52.6,0.35,0.50,0.15,0.00,0.08,0.89,0.03,0.00,-0.06,
E14000870,Oldham East and Saddleworth,North West,2018,0.649,46.4,0.29,0.48,0.23,0.00,0.24,0.57,0.13,0.06,-0.25,
E14000871,Oldham West and Royton,North West,2018,0.545,42.3,0.19,0.63,0.18,0.00,0.18,0.60,0.19,0.03,-0.15,
E14000872,Orpington,London,2018,0.745,55.5,0.64,0.22,0.00,0.15,0.32,0.59,0.08,0.00,0.20,
E14000873,Oxford East,South East,2018,0.490,37.4,0.00,0.74,0.00,0.26,0.08,0.76,0.05,0.10,-0.40,
E14000874,Oxford West and Abingdon,South East,2018,0.731,52.0,0.31,0.39,0.30,0.00,0.05,0.84,0.06,0.05,0.29,
E14000875,Pendle,North West,2018,0.579,42.1,0.00,0.79,0.00,0.21,0.08,0.92,0.00,0.01,-0.09,
E14000876,Penistone and Stocksbridge,Yorkshire and The Humber,2018,0.647,46.9,0.00,0.58,0.13,0.28,0.32,0.65,0.03,0.00,0.03,
E14000877,Penrith and The Border,North West,2018,0.695,48.2,0.36,0.32,0.32,0.00,0.14,0.78,0.05,0.03,-0.05,
E14000878,Peterborough,East of England,2018,0.502,40.0,0.22,0.67,0.11,0.00,0.07,0.79,0.09,0.05,-0.22,
E14000879,"Plymouth, Moor View",South West,2018,0.424,36.2,0.00,0.38,0.25,0.37,0.09,0.79,0.10,0.02,-0.60,
E14000880,"Plymouth, Sutton and Devonport",South West,2018,0.701,52.0,0.20,0.41,0.39,0.00,0.25,0.51,0.24,0.00,-0.18,
E14000881,Poole,South West,2018,0.732,50.5,0.28,0.72,0.00,0.00,0.06,0.78,0.16,0.00,0.23,
E14000882,Poplar and Limehouse,London,2018,0.621,45.3,0.51,0.49,0.00,0.00,0.37,0.63,0.00,0.00,0.10,
E14000883,Portsmouth North,South East,2018,0.533,39.0,0.00,0.89,0.11,0.00,0.04,0.81,0.15,0.00,-0.49,
E14000884,Portsmouth South,South East,2018,0.649,44.7,0.29,0.71,0.00,0.00,0.06,0.77,0.18,0.00,-0.03,
E14000885,Preston,North West,2018,0.637,45.3,0.36,0.40,0.24,0.00,0.15,0.49,0.36,0.00,0.14,
E14000886,Pudsey,Yorkshire and The Humber,2018,0.714,48.4,0.14,0.44,0.42,0.00,0.25,0.63,0.10,0.02,0.01,
E14000887,Putney,London,2018,0.729,51.1,0.31,0.69,0.00,0.00,0.47,0.53,0.00,0.00,0.50,
E14000888,Rayleigh and Wickford,East of England,2018,0.582,42.3,0.52,0.48,0.00,0.00,0.23,0.71,0.07,0.00,-0.27,
E14000889,Reading East,South East,2018,0.704,55.2,0.40,0.53,0.00,0.08,0.18,0.63,0.16,0.04,0.20,
E14000890,Reading West,South East,2018,0.547,41.2,0.00,0.69,0.31,0.00,0.17,0.66,0.15,0.03,-0.25,
E14000891,Redcar,North East,2018,0.623,44.0,0.55,0.00,0.24,0.21,0.32,0.68,0.00,0.00,-0.42,
E14000892,Redditch,West Midlands,2018,0.617,44.2,0.25,0.63,0.12,0.00,0.09,0.78,0.06,0.07,0.28,
E14000893,Reigate,South East,2018,0.688,48.9,0.61,0.39,0.00,0.00,0.22,0.73,0.05,0.00,0.16,
E14000894,Ribble Valley,North West,2018,0.697,49.4,0.40,0.39,0.21,0.00,0.21,0.75,0.05,0.00,0.05,
E14000895,Richmond (Yorks),Yorkshire and The Humber,2018,0.607,45.6,0.09,0.41,0.31,0.20,0.13,0.72,0.07,0.07,-0.01,
E14000896,Richmond Park,London,2018,0.807,59.4,0.72,0.28,0.00,0.00,0.66,0.34,0.00,0.00,0.48,
E14000897,Rochdale,North West,2018,0.596,43.0,0.18,0.64,0.18,0.00,0.10,0.72,0.17,0.01,-0.12,
E14000898,Rochester and Strood,South East,2018,0.697,49.4,0.47,0.53,0.00,0.00,0.12,0.69,0.19,0.00,0.15,
E14000899,Rochford and Southend East,East of England,2018,0.639,47.0,0.25,0.55,0.00,0.20,0.08,0.90,0.00,0.02,0.00,
E14000900,Romford,London,2018,0.641,44.8,0.00,0.61,0.39,0.00,0.14,0.86,0.00,0.00,-0.10,
E14000901,Romsey and Southampton North,South East,2018,0.676,47.8,0.00,1.00,0.00,0.00,0.23,0.62,0.15,0.00,0.10,
E14000902,Rossendale and Darwen,North West,2018,0.581,44.3,0.22,0.60,0.13,0.05,0.34,0.56,0.10,0.00,-0.49,
E14000903,Rother Valley,Yorkshire and The Humber,2018,0.638,45.2,0.28,0.59,0.14,0.00,0.19,0.65,0.16,0.00,-0.12,
E14000904,Rotherham,Yorkshire and The Humber,2018,0.566,42.9,0.12,0.74,0.00,0.14,0.14,0.66,0.20,0.00,-0.04,
E14000905,Rugby,West Midlands,2018,0.737,52.7,0.67,0.21,0.12,0.00,0.16,0.74,0.10,0.00,0.09,
E14000906,"Ruislip, Northwood and Pinner",London,2018,0.688,49.1,0.47,0.46,0.07,0.00,0.28,0.70,0.02,0.00,0.13,
E14000907,Runnymede and Weybridge,South East,2018,0.746,51.6,0.25,0.75,0.00,0.00,0.30,0.67,0.04,0.00,0.18,
E14000908,Rushcliffe,East Midlands,2018,0.779,54.2,0.41,0.59,0.00,0.00,0.29,0.69,0.02,0.00,0.22,
E14000909,Rutland and Melton,East Midlands,2018,0.721,49.9,0.20,0.80,0.00,0.00,0.18,0.69,0.10,0.02,0.27,
E14000910,Saffron Walden,East of England,2018,0.675,49.3,0.32,0.50,0.18,0.00,0.18,0.69,0.12,0.01,0.06,
E14000911,Salford and Eccles,North West,2018,0.544,40.0,0.00,0.58,0.42,0.00,0.13,0.69,0.16,0.02,-0.49,
E14000912,Salisbury,South West,2018,0.718,51.7,0.35,0.61,0.00,0.04,0.23,0.48,0.24,0.05,0.04,
E14000913,Scarborough and Whitby,Yorkshire and The Humber,2018,0.549,40.9,0.00,0.63,0.00,0.37,0.02,0.66,0.26,0.05,-0.18,
E14000914,Scunthorpe,Yorkshire and The Humber,2018,0.608,42.6,0.00,0.88,0.12,0.00,0.22,0.64,0.13,0.00,0.03,
E14000915,Sedgefield,North East,2018,0.641,45.3,0.36,0.44,0.20,0.00,0.42,0.44,0.14,0.00,-0.12,
E14000916,Sefton Central,North West,2018,0.675,46.9,0.13,0.38,0.49,0.00,0.27,0.73,0.00,0.00,-0.23,
E14000917,Selby and Ainsty,Yorkshire and The Humber,2018,0.680,47.1,0.00,0.90,0.10,0.00,0.07,0.87,0.02,0.05,0.06,
E14000918,Sevenoaks,London,2018,0.473,38.7,0.00,1.00,0.00,0.00,0.15,0.81,0.04,0.00,-0.30,
E14000919,Sheffield Central,Yorkshire and The Humber,2018,0.572,43.6,0.00,1.00,0.00,0.00,0.21,0.65,0.14,0.00,-0.05,
E14000920,Sheffield South East,Yorkshire and The Humber,2018,0.532,42.7,0.41,0.12,0.47,0.00,0.06,0.74,0.17,0.04,-0.21,
E14000921,"Sheffield, Brightside and Hillsborough",Yorkshire and The Humber,2018,0.424,34.0,0.00,0.84,0.16,0.00,0.13,0.56,0.23,0.07,-0.34,
E14000922,"Sheffield, Hallam",Yorkshire and The Humber,2018,0.757,52.6,0.59,0.16,0.25,0.00,0.32,0.68,0.00,0.00,0.30,
E14000923,"Sheffield, Heeley",Yorkshire and The Humber,2018,0.581,44.4,0.00,0.40,0.60,0.00,0.03,0.64,0.33,0.00,0.10,
E14000924,Sherwood,East Midlands,2018,0.590,43.8,0.00,1.00,0.00,0.00,0.05,0.67,0.28,0.00,-0.12,
E14000925,Shipley,Yorkshire and The Humber,2018,0.630,45.1,0.28,0.72,0.00,0.00,0.14,0.63,0.17,0.05,0.01,
E14000926,Shrewsbury and Atcham,West Midlands,2018,0.639,45.5,0.49,0.51,0.00,0.00,0.18,0.71,0.10,0.01,-0.13,
E14000927,Sittingbourne and Sheppey,South East,2018,0.569,42.3,0.34,0.47,0.19,0.00,0.13,0.75,0.12,0.00,-0.20,
E14000928,Skipton and Ripon,Yorkshire and The Humber,2018,0.743,53.5,0.76,0.19,0.00,0.05,0.26,0.54,0.14,0.06,0.34,
E14000929,Sleaford and North Hykeham,East Midlands,2018,0.687,47.5,0.14,0.86,0.00,0.00,0.32,0.64,0.04,0.00,-0.13,
E14000930,Slough,South East,2018,0.751,54.0,0.61,0.29,0.07,0.03,0.23,0.67,0.10,0.00,0.32,
E14000931,Solihull,West Midlands,2018,0.723,48.9,0.32,0.41,0.27,0.00,0.29,0.61,0.08,0.02,-0.07,
E14000932,Somerton and Frome,South West,2018,0.640,45.7,0.00,0.77,0.10,0.12,0.12,0.67,0.20,0.02,-0.11,
E14000933,South Basildon and East Thurrock,East of England,2018,0.595,42.1,0.00,0.65,0.26,0.09,0.16,0.84,0.00,0.00,-0.22,
E14000934,South Cambridgeshire,East of England,2018,0.750,52.8,0.48,0.52,0.00,0.00,0.07,0.90,0.02,0.02,0.37,
E14000935,South Derbyshire,East Midlands,2018,0.685,46.4,0.00,0.00,1.00,0.00,0.15,0.55,0.24,0.05,-0.18,
E14000936,South Dorset,South West,2018,0.490,38.1,0.00,0.11,0.27,0.62,0.09,0.70,0.16,0.05,-0.43,
E14000937,South East Cambridgeshire,East of England,2018,0.650,47.2,0.30,0.54,0.00,0.16,0.09,0.83,0.08,0.00,0.02,
E14000938,South East Cornwall,South West,2018,0.592,42.3,0.00,0.76,0.00,0.24,0.18,0.55,0.22,0.05,-0.24,
E14000939,South Holland and The Deepings,East Midlands,2018,0.591,44.5,0.14,0.41,0.22,0.22,0.09,0.66,0.19,0.07,-0.13,
E14000940,South Leicestershire,East Midlands,2018,0.674,45.8,0.51,0.40,0.09,0.00,0.13,0.74,0.13,0.00,-0.21,
E14000941,South Norfolk,East of England,2018,0.714,49.5,0.33,0.67,0.00,0.00,0.27,0.69,0.04,0.00,0.13,
E14000942,South Northamptonshire,East Midlands,2018,0.669,47.2,0.16,0.44,0.40,0.00,0.19,0.68,0.08,0.05,-0.11,
E14000943,South Ribble,North West,2018,0.751,51.0,0.49,0.36,0.15,0.00,0.19,0.72,0.09,0.00,0.17,
E14000944,South Shields,North East,2018,0.621,45.1,0.75,0.00,0.15,0.11,0.23,0.68,0.10,0.00,-0.23,
E14000945,South Staffordshire,West Midlands,2018,0.613,44.5,0.00,0.47,0.53,0.00,0.21,0.71,0.05,0.03,-0.16,
